WhichDoYouWearMostFrequent,YourFavoriteLegcareBrand,Registration Gender,NumberOfChildren,DoYouPurchaseForOthers,HowDoYouDressForWork,HowManyPairsDoYouPurchase,YourFavoriteLegwearBrand,WhoMakesPurchasesForYou,NumberOfAdults,HowDidYouHearAboutUs,SendEmail,HowOftenDoYouPurchase,HowDidYouFindUs,City,US State,Email,Truck Owner,RV Owner,Motorcycle Owner,Marital Status,Working Woman,Mail Responder,Bank Card Holder,Gas Card Holder,Upscale Card Holder,Unknown Card Type,TE Card Holder,Premium Card Holder,Presence Of Children,Estimated Income Code,Home Market Value,New Car Buyer,Vehicle Lifestyle,Property Type,Loan To Value Percent,Presence Of Pool,Own Or Rent Home,Mail Order Buyer,DMA No Mail Solicitation Flag,DMA No Phone Solicitation Flag,New Bank Card,Speciality Store Retail,Oil Retail Activity,Bank Retail Activity,Finance Retail Activity,Miscellaneous Retail Activity,Upscale Retail,Upscale Speciality Retail,Retail Activity,Dwelling Size,Lendable Home Equity,Home Size Range,Lot Size Range,Dwelling Unit Size,Available Home Equity,Minority Census Tract,Gender,Occupation,Other Indiv\. Gender,Other Indiv\. Occupation,Year of Birth,Value Of All Vehicles,Age,Other Indiv\. Age,Number Of Adults,Year House Was Built,Length Of Residence,Year Home Was Bought,Home Purchase Date,Number Of Vehicles,CRA Income Classification,Number Of Credit Lines,Dataquick Market Code,Insurance Expiry Month,Month Home Was Bought,Year Of Structure,REQUEST_DAY_OF_WEEK,REQUEST_HOUR_OF_DAY,Customer ID,Clicks,Duration,Orderer
,,,,False,,,,,,,True,,,COLLEGE STATION,TX,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,13,49350,11,0:04:54,0
,,,,False,,,,,,e-mail,False,,,Philadelphia,NY,COM,False,False,False,,False,True,False,True,False,False,False,False,False,$20;000-$29;999,$25;000-$49;999,,IMPORT (STANDARD/ECONOMY),2-4 unit(duplex;triplex;quad),,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,2 HOUSEHOLDS,,2;500-2;999 FT,1 ACRE OR LESS,MULTI FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,,Male,,,2000,42,,2,1877,8,1992,199200,1,3,,,,,1900,Friday,13,49354,19,0:14:50,0
,,,,False,,,,,,friend / family,False,,,Atlanta,GA,COM,False,False,False,Single,False,False,True,True,False,False,False,False,True,Under $15;000,,,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,EQUITY $50;000-$74;000,False,,,,,,,30,,1,,2,,,,,,,,,1997,Friday,13,49358,22,0:09:03,0
,,,,False,,,,,,friend / family,True,,,New York,NY,EDU,False,False,False,Inferred Single,False,False,True,False,False,False,False,False,False,$100;000-$124;999,,True,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,100+ HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,,,,,,,24,,1,,4,1996,199600,,,,,,,1970,Friday,13,49362,4,0:01:47,0
,,,,False,,,,,,friend / family,False,,,Kissimmee,FL,COM,False,False,False,Married,False,False,False,True,False,False,False,False,True,$40;000-$49;999,$100;000-$124;999,True,,single family dwelling,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,1;750-1;999 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,,False,Female,,Male,PROFESSIONAL/TECHNICAL,,,46,44,4,1989,4,1996,199601,,3,,3,1,1,1992,Friday,13,49366,2,0:00:42,0
,,,,False,,,,,,other,True,,,Greenville,NC,COM,False,False,False,Married,False,True,True,False,False,False,False,True,True,$40;000-$49;999,$100;000-$124;999,,,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $75;000-$99;999,False,Female,,Male,PROFESSIONAL/TECHNICAL,,,46,46,2,,6,1993,199307,,4,,,,7,1992,Friday,13,49370,15,0:13:08,0
,,,,False,,,,,,other,True,,,Atlanta,GA,COM,False,False,False,,False,False,True,True,True,False,False,False,False,$100;000-$124;999,$300;000-$349;999,,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,,,,,MULTI FAMILY DWELLING UNIT,EQUITY $100;000-$149;999,False,Female,,,,,,26,,1,,,,,1,,,,,,,Friday,14,49374,13,0:05:08,0
,,,,False,,,,,,print ad,False,,,Washington,DC,EDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,14,49378,2,0:01:07,0
,,,,False,,,,,,e-mail,True,,,Herington,KS,COM,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,False,,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,,,Friday,14,49386,25,0:17:31,0
,,,,False,,,,,,friend / family,True,,,Newburgh,IN,COM,False,False,False,,False,True,True,True,True,True,False,False,True,$40;000-$49;999,$75;000-$99;999,True,,,,False,Owner,True,True,True,False,True,False,True,True,False,False,True,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,Male,,Male,CRAFTSMAN/BLUE COLLAR,,,38,40,2,,8,1992,199200,,,5,,,,1986,Friday,14,49602,16,0:12:32,0
,,,,False,,,,,,other,False,,,ann arbor,MI,EDU,False,False,False,Single,True,True,True,False,False,False,False,False,False,Under $15;000,,,,,,False,Renter,False,True,True,False,False,False,False,False,False,False,False,False,10-19 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,,False,Female,STUDENT,,,,,22,,1,,1,,,,,,,,,1967,Friday,15,49606,17,0:10:25,0
,,,,False,,,,,,print ad,True,,,Costa Mesa,CA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,15,49610,3,0:00:46,0
,,,,False,,,,,,e-mail,False,,,morganville,NJ,NET,False,False,False,Married,False,True,True,True,True,True,True,False,True,$50;000-$74;999,$100;000-$124;999,,,single family dwelling,0% (NO LOANS),False,Owner,False,True,True,False,False,True,True,False,False,False,False,True,SINGLE HOUSEHOLD,EQUITY $75;000-$99;999,,,SINGLE FAMILY DWELLING UNIT,EQUITY $100;000-$149;999,False,Female,,Male,SALES/SERVICE,,,40,38,2,,10,1990,199000,1,4,3,8,,,1988,Friday,15,49614,13,0:06:44,0
,,,,False,,,,,,other,False,,,Northridge,CA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,15,49618,5,0:03:52,0
,,,,False,,,,,,friend / family,True,,,Brooklyn,NY,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,15,49622,28,0:30:02,0
,,,,False,,,,,,print ad,True,,,Longview,WA,COM,True,True,False,Married,False,True,True,True,True,False,False,False,True,$50;000-$74;999,$150;000-$174;999,True,TRUCK OR UTILITY VEHICLE,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,2 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,,,,,,37000,28,,4,,15,1980,198005,1,,,,,5,1979,Friday,15,49634,28,0:29:41,0
,,,,False,,,,,,e-mail,True,,,Athens,GA,NET,False,False,False,Married,False,True,True,True,False,False,False,False,False,$50;000-$74;999,$1;000-$24;999,True,FULL SIZE (STANDARD/LUXURY),single family dwelling,01-49%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,EQUITY $5;000-$9;999,,,SINGLE FAMILY DWELLING UNIT,EQUITY $5;000-$9;999,False,,,,,,5000,,,4,,15,1982,198201,3,4,,9,1,1,1970,Friday,15,49638,8,0:07:29,0
,,,,False,,,,,,friend / family,True,,,Bloomington,IL,COM,False,False,False,Single,False,True,True,True,True,True,False,False,True,$125;000 OR MORE,$75;000-$99;999,,,,,False,Owner,True,True,True,False,False,True,True,True,False,True,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,,,,,,,36,,3,,5,1995,199500,,,3,,,,1993,Friday,16,49642,7,0:05:17,0
,,,,False,,,,,,,True,,,Helena,AL,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,16,49646,22,0:10:42,0
,,,,False,,,,,,friend / family,True,,,New York,NY,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,16,49650,7,0:04:31,0
,,,,False,,,,,,other,True,,,Haddon Heights,NJ,COM,False,False,False,Married,False,True,False,False,False,True,False,False,False,$75;000-$99;999,$100;000-$124;999,,,single family dwelling,90-94%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,EQUITY LESS THAN OR EQUAL $0,,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $5;000-$9;999,False,,,,,,,,,2,,3,1996,199605,,,2,3,5,5,1900,Friday,16,49654,38,0:19:54,0
,,,,False,,,,,,friend / family,True,,,Elyria,OH,COM,True,False,False,Married,True,True,True,True,True,False,False,False,True,$50;000-$74;999,$1;000-$24;999,True,FULL SIZE (STANDARD/LUXURY),single family dwelling,0% (NO LOANS),False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY $75;000-$99;999,1;750-1;999 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $100;000-$149;999,False,Male,PROFESSIONAL/TECHNICAL,Female,PROFESSIONAL/TECHNICAL,,16000,52,52,5,1940,15,1972,197207,1,3,,5,,7,1940,Friday,16,49658,3,0:01:18,0
,,,,False,,,,,,friend / family,True,,,Bicknell,IN,COM,False,False,False,Married,False,True,True,True,False,True,False,False,False,$40;000-$49;999,$25;000-$49;999,,,,,False,Owner,True,True,True,False,True,False,True,False,True,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $10;000-$19;9999,False,Female,HOUSEWIFE,Male,PROFESSIONAL/TECHNICAL,,,38,42,2,,4,1996,199600,1,,4,,,,1976,Friday,17,49662,4,0:03:51,0
,,,,False,,,,,,friend / family,False,,,Toledo,OH,COM,False,False,False,Inferred Single,False,False,True,True,True,False,False,False,True,Under $15;000,$75;000-$99;999,,FULL SIZE (STANDARD/LUXURY),,,False,,False,True,True,False,False,False,False,False,False,False,False,False,10-19 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,,False,Female,,,,,2000,28,,1,,0,,,1,,,,,,1973,Friday,16,49666,11,0:06:59,0
,,,,False,,,,,,other,True,,,Miami,FL,COM,False,False,False,Single,False,True,True,True,False,True,True,False,False,$125;000 OR MORE,$225;000-$249;999,,PERSONAL LUXURY CAR,,,False,Owner,True,True,True,False,True,False,True,True,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,,False,,,,,,10000,56,,3,,14,1986,198603,2,4,3,,,3,1954,Friday,17,49670,10,0:10:59,0
,,,,False,,,,,,e-mail,False,,,Jessup,PA,NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,18,49678,3,0:02:04,0
,,,,False,,,,,,other,False,,,Naples,NY,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,18,49682,20,0:05:17,0
,,,,False,,,,,,e-mail,True,,,Inkster,MI,COM,True,True,False,Inferred Married,False,True,False,True,False,False,False,False,True,$40;000-$49;999,,,FULL SIZE (STANDARD/LUXURY),,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,,False,Female,,Male,PROFESSIONAL/TECHNICAL,,32000,26,26,4,,1,,,3,,,,,,1976,Friday,18,49686,1,0:00:00,0
,,,,False,,,,,,other,True,,,Martinsville,IN,COM,False,False,False,Inferred Married,False,True,True,True,True,False,False,True,True,$40;000-$49;999,$25;000-$49;999,,,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,,,,,,,30,,2,,8,1992,199200,2,,,,,,1995,Friday,19,49694,1,0:00:00,0
,,,,False,,,,,,e-mail,True,,,west allis,WI,COM,True,False,False,Married,False,True,True,True,False,True,False,False,True,$30;000-$39;999,$50;000-$74;999,True,SPECIALTY (MIDSIZE/SMALL),single family dwelling,70-74%,False,Owner,True,True,True,False,True,False,True,True,False,False,True,True,SINGLE HOUSEHOLD,EQUITY $5;000-$9;999,1;000-1;249 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,Female,,Male,CRAFTSMAN/BLUE COLLAR,,40000,42,56,3,1925,11,1988,198812,1,3,6,6,1,12,1925,Friday,19,49698,8,0:02:44,0
,,,,False,,,,,,other,False,,,cordova,TN,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,19,49706,4,0:02:41,0
,,,,False,,,,,,other,True,,,San Jose,CA,COM,False,False,False,,False,True,False,False,False,False,False,False,True,$40;000-$49;999,$275;000-$299;999,,,,,False,Renter,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,,False,Female,,Male,PROFESSIONAL/TECHNICAL,,,32,32,2,,0,,,,,,,,,1998,Friday,20,49710,31,0:20:07,0
,,,,False,,,,,,e-mail,True,,,Detroit,MI,EDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,20,49718,10,0:04:01,0
,,,,False,,,,,,friend / family,True,,,Slidell,LA,COM,False,False,False,Married,False,True,True,True,True,False,False,False,True,$75;000-$99;999,$100;000-$124;999,,REGULAR (MIDSIZE/SMALL),,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,Female,,Male,ADMINISTRATIVE/MANAGERIAL,,5000,30,28,2,,4,1996,199600,1,,,,,,1995,Friday,21,49722,10,0:02:48,0
,,,,False,,,,,,other,False,,,PRAIRIEVILLE,LA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,21,49726,14,0:09:52,0
,,,,False,,,,,,other,True,,,Milwaukee,WI,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,22,49738,2,0:01:03,0
,,,,False,,,,,,friend / family,True,,,Ellijay,GA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,22,49746,3,0:02:34,0
,,,,False,,,,,,print ad,True,,,Greenville,TN,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,22,49750,13,0:11:47,0
,,,,False,,,,,,other,True,,,Sacramento,CA,COM,False,False,False,Single,False,False,True,True,True,True,False,False,False,$50;000-$74;999,,,REGULAR (MIDSIZE/SMALL),,,False,Owner,False,True,True,False,False,False,False,True,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $75;000-$99;999,False,Female,,Male,STUDENT,,8000,28,26,2,,5,1995,199500,1,,2,,,,1990,Friday,21,49754,145,1:16:06,0
,,,,False,,,,,,friend / family,True,,,Oak Hills,CA,COM,False,False,False,Married,False,True,True,False,False,False,False,False,False,$30;000-$39;999,,,,,,False,Owner,False,True,True,False,False,False,False,False,True,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,,False,,,,,,,60,,2,,2,,,,,,,,,1997,Friday,22,49758,77,0:53:17,0
,,,,False,,,,,,other,False,,,Seattle,WA,COM,False,False,False,Single,False,False,True,True,True,False,False,False,False,$30;000-$39;999,,,,,,False,,False,True,True,False,False,False,False,False,False,False,False,False,,,,,MULTI FAMILY DWELLING UNIT,,False,Female,,,,,,,,1,,,,,,,,,,,,Friday,23,49762,17,0:04:54,0
,,,,False,,,,,,,True,,,Escondido,CA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,23,49766,21,0:12:42,0
,,,,False,,,,,,friend / family,True,,,Livermore,CA,COM,False,False,False,Married,False,True,True,True,True,False,False,False,True,$100;000-$124;999,$350;000-$399;999,True,,misc\. residential (condo store/flat),100-99%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY LESS THAN OR EQUAL $0,2;500-2;999 FT,1 ACRE OR LESS,MULTI FAMILY DWELLING UNIT,EQUITY $1-$4;999,False,Male,MILITARY,Female,,,,,,2,1994,3,1997,199703,1,3,,2,4,3,1955,Friday,23,49770,7,0:01:22,0
,,,,False,,,,,,e-mail,True,,,Fairbanks,AK,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,23,49774,3,0:00:49,0
,,,,False,,,,,,e-mail,True,,,Aiea,HI,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,23,49778,1,0:00:00,0
,,,,False,,,,,,friend / family,True,,,St petersburg,FL,COM,False,False,False,Married,False,True,True,True,True,True,False,False,True,$75;000-$99;999,$100;000-$124;999,True,,single family dwelling,0% (NO LOANS),False,Owner,True,True,True,False,True,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,EQUITY $75;000-$99;999,1;000-1;249 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $100;000-$149;999,False,,,,,,,,,4,1968,7,1993,199300,1,3,2,7,,,1968,Friday,23,49782,5,0:03:00,0
,,,,False,,,,,,friend / family,False,,,Redding,CA,COM,False,False,False,Single,True,True,True,True,True,False,False,False,False,Under $15;000,,,,single family dwelling,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $75;000-$99;999,False,Female,CLERICAL/WHITE COLLAR,,,,,24,,1,,2,1998,199800,,,,,,,1993,Saturday,0,49786,7,0:02:56,0
,,,,False,,,,,,other,True,,,wichita falls,TX,NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturday,0,49790,23,0:19:40,0
,,,,False,,,,,,e-mail,False,,,ELMHURST,IL,COM,False,False,False,,False,False,True,False,False,True,False,False,False,$100;000-$124;999,$150;000-$174;999,,PERSONAL LUXURY CAR,,,False,Owner,False,True,True,False,True,False,True,True,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,,False,,,,,,32000,,,3,,6,1993,199307,2,3,4,,,7,1900,Saturday,2,49794,23,0:14:26,0
,,,,False,,,,,,print ad,True,,,Rochester,MN,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturday,4,49798,21,0:14:41,0
,,,,False,,,,,,other,True,,,ALum Bank,PA,NET,False,False,False,Inferred Married,False,True,True,True,False,False,False,False,True,$20;000-$29;999,,,,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,,,,,,,26,,2,,4,1996,199600,1,,,,,,1995,Saturday,4,49810,22,0:14:43,0
,,,,False,,,,,,other,False,,,Kenner,LA,NET,True,False,False,Married,True,True,True,True,True,True,False,False,True,$50;000-$74;999,$75;000-$99;999,True,TRUCK OR UTILITY VEHICLE,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,PROFESSIONAL/TECHNICAL,Male,PROFESSIONAL/TECHNICAL,,24000,40,36,2,,9,1991,199100,1,,1,,,,1989,Saturday,5,49814,9,0:05:40,0
,,,,False,,,,,,friend / family,False,,,Dearborn,MI,COM,False,False,False,Single,True,True,False,False,False,True,False,False,False,$50;000-$74;999,$75;000-$99;999,True,FULL SIZE (STANDARD/LUXURY),,,False,Renter,True,True,True,False,False,False,False,False,False,False,False,True,2 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,ADMINISTRATIVE/MANAGERIAL,Male,,,6000,40,,2,,6,,,2,,1,,,,1967,Saturday,4,49818,5,0:02:23,0
,,,,False,,,,,,other,True,,,Bay City,MI,COM,False,False,False,Married,True,True,True,True,False,False,False,False,False,$30;000-$39;999,$25;000-$49;999,True,FULL SIZE (STANDARD/LUXURY),,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $10;000-$19;9999,False,Female,ADMINISTRATIVE/MANAGERIAL,Male,,,15000,36,32,3,,5,1995,199500,2,,,,,,1965,Saturday,5,49822,27,0:18:54,0
,,,,False,,,,,,other,False,,,Havertown,PA,EDU,False,False,False,Single,False,True,True,True,True,False,False,True,False,$15;000-$19;999,$125;000-$149;999,,,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,7 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $150;000-$199;999,False,Male,PROFESSIONAL/TECHNICAL,,,,,38,,1,,5,1995,199500,1,,,,,,1976,Saturday,5,49826,3,0:01:27,0
,,,,False,,,,,,other,False,,,San Antonio,TX,COM,False,False,False,Married,True,True,True,True,True,False,False,True,False,$50;000-$74;999,$50;000-$74;999,,FULL SIZE (STANDARD/LUXURY),,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,Female,HOUSEWIFE,Male,,,,30,32,2,,4,1996,199600,1,,,,,,1976,Saturday,5,49834,2,0:00:22,0
,,,,False,,,,,,e-mail,True,,,League City,TX,NET,False,False,False,Single,False,False,True,True,False,False,False,True,False,$15;000-$19;999,,,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,10-19 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,,,,,,,,,5,,4,1996,199600,,,,,,,1977,Saturday,6,49846,21,0:20:56,0
,,,,False,,,,,,friend / family,True,,,Hamilton,OH,COM,True,True,False,Married,True,True,True,False,False,False,False,False,True,$40;000-$49;999,,True,FULL SIZE (STANDARD/LUXURY),,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,SALES/SERVICE,Male,,,16000,30,34,2,,5,1995,199500,2,,,,,,1998,Saturday,6,49850,22,0:12:46,0
,,,,False,,,,,,friend / family,True,,,mary esther,FL,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturday,7,49854,10,0:06:02,0
,,,,False,,,,,,print ad,True,,,Madison Hgts\.,MI,COM,False,False,False,Single,False,True,True,False,False,False,False,False,False,$30;000-$39;999,$25;000-$49;999,,,single family dwelling,75-79%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY $1-$4;999,750-999 FT,,SINGLE FAMILY DWELLING UNIT,EQUITY $10;000-$19;9999,False,,,,,,,,,1,1951,5,1994,199406,1,,,10,12,6,1987,Saturday,7,49862,9,0:08:45,0
,,,,False,,,,,,friend / family,True,,,Peekskill,NY,COM,True,False,False,Married,False,True,True,True,True,True,False,True,False,$75;000-$99;999,$200;000-$224;999,True,SPECIALTY (MIDSIZE/SMALL),2-4 unit(duplex;triplex;quad),0% (NO LOANS),False,Owner,True,True,True,False,True,False,True,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY LESS THAN OR EQUAL $0,,1 ACRE OR LESS,MULTI FAMILY DWELLING UNIT,EQUITY $1-$4;999,False,,,,,,21000,52,,3,,15,,,1,,3,,,,1900,Saturday,7,49866,6,0:02:32,0
,,,,False,,,,,,friend / family,True,,,Elmont,NY,COM,False,False,False,,False,True,True,True,False,True,False,False,True,$15;000-$19;999,$125;000-$149;999,,IMPORT (STANDARD/ECONOMY),,,False,Owner,True,True,True,False,True,False,True,True,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,Male,HOUSEWIFE,Male,,,7000,40,48,4,,15,1983,198300,2,,4,,,,1900,Saturday,7,49870,11,0:12:38,0
,,,,False,,,,,,other,True,,,brooklyn,NY,COM,False,False,False,Married,False,False,False,False,False,False,False,False,False,$75;000-$99;999,,,IMPORT (STANDARD/ECONOMY),,,False,,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,,False,Male,,,,,1000,64,,1,,15,,,1,,,,,,1990,Saturday,8,49874,19,0:14:22,0
,,,,False,,,,,,e-mail,True,,,Bartlett,TN,NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturday,9,49878,18,0:16:26,0
,,,,False,,,,,,other,True,,,Austin,TX,COM,False,False,False,Single,False,False,False,False,False,False,False,False,False,$75;000-$99;999,,,FULL SIZE (STANDARD/LUXURY),,,False,,False,True,True,False,False,False,False,False,False,False,False,False,10-19 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,,False,Male,STUDENT,,,,14000,28,,1,,0,,,2,,,,,,1981,Saturday,9,49882,35,0:13:57,0
,,,,False,,,,,,other,False,,,Syosset,NY,NET,False,False,False,Single,False,False,True,False,True,False,False,False,False,$75;000-$99;999,,True,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,EQUITY $200;000-$249;999,False,Female,,,,,,30,,1,,,,,,,,,,,,Saturday,9,49890,27,0:18:09,0
,,,,False,,,,,,e-mail,True,,,Parma,OH,COM,True,False,False,Married,True,True,True,True,True,True,False,False,True,$125;000 OR MORE,$125;000-$149;999,True,FULL SIZE (STANDARD/LUXURY),single family dwelling,90-94%,False,Owner,True,True,True,False,True,False,True,False,False,False,False,True,SINGLE HOUSEHOLD,EQUITY LESS THAN OR EQUAL $0,1;500-1;749 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $5;000-$9;999,False,,,,,,37000,36,,2,1969,9,1990,199004,2,3,3,4,3,4,1970,Saturday,10,49894,21,0:14:40,0
,,,,False,,,,,,other,True,,,cantonment,FL,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturday,11,49898,13,0:05:37,0
